"Cho tôi xin một vé đi tuổi thơ";"Nguyễn Nhật Ánh";"2018";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"choto.jpg";"5"
"Chú bé rắc rối";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"chube.jpg";"5"
"Chúc một ngày tốt lành";"Nguyễn Nhật Ánh";"2014";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"chucm.jpg";"5"
"Chuyện cổ tích dành cho người lớn";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"chuye.jpg";"5"
"Cô gái đến từ hôm qua";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"cogai.jpg";"5"
"Có hai con mèo ngồi bên cửa sổ";"Nguyễn Nhật Ánh";"2018";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"cohai.jpg";"5"
"Con chó nhỏ mang giỏ hoa hồng";"Nguyễn Nhật Ánh";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"conco.jpg";"5"
"Còn chút gì để nhớ";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"conch.jpg";"5"
"Hạ đỏ: tập I";"Nguyễn Nhật Ánh";"1997";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"hadoi.jpg";"5"
"Hoa hồng xứ khác";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"hoaho.jpg";"5"
"Mắt biếc";"Nguyễn Nhật Ánh";"2017";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"matbi.jpg";"5"
"Ngồi khóc trên cây";"Nguyễn Nhật Ánh";"2013";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"ngoik.jpg";"5"
"Ngôi trường mọi khi";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"ngoit.jpg";"5"
"Những cô em gái";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"nhung.jpg";"5"
"Nữ sinh";"Nguyễn Nhật Ánh";"2009";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"nusin.jpg";"5"
"Phòng trọ ba người";"Nguyễn Nhật Ánh";"2012";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"phong.jpg";"4"
"Quán Gò đi lên";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"quang.jpg";"4"
"Thiên thần nhỏ của tôi";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"thien.jpg";"4"
"Tôi là Bêtô";"Nguyễn Nhật Ánh";"2009";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"toila.jpg";"4"
"Trại hoa vàng";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Có thể nói mỗi cuốn sách của Nguyễn Nhật Ánh như mỗi chuyến tàu về tuổi thơ. Ở đó có nhiều toa, mỗi toa là mỗi bất ngờ mỗi thú vị mỗi háo hức mỗi say mê, khi làm ta bật cười khi làm ta rưng rưng, hoặc ngồi lặng đi suy ngẫm. Khi đã theo con tàu của Nguyễn Nhật Ánh để đi về tuổi thơ một lần, tôi tin mỗi lần Nguyễn Nhật Ánh rung chuông, người ta khó lòng bỏ qua một tấm vé để lại được cùng anh háo hức lên tàu.";"traih.jpg";"4"
"Trước vòng chung kết";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh trong sáng từ cách nghĩ, cách cảm, từ ngôn ngữ đối thoại, từ cách miêu tả đến xây dựng nhân vật. Tất cả đầu đầy sức khơi gợi tới cái đẹp. Anh khơi dậy sự tự tin, tin vào sức mạnh của mỗi người trong đời. ";"truoc.jpg";"4"
"Út Quyên và tôi";"Nguyễn Nhật Ánh";"2008";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Nguyễn Nhật Ánh đã làm cho nhưng ngõ xóm, nhưng khu chợ, những ngọn đồi, những vòm cây, thậm chú một góc nhỏ trong ngôi nhà… thành một xứ thần tiên. Nguyễn Nhật Ánh là một nhà thơ, một nhà thơ từ trong bản chất, trong tâm thái. Chính tư chất thi sĩ này làm nên thành công cho những ánh văn xuôi thơ mộng của anh";"utquy.jpg";"4"
"Ngày mai của những ngày mai";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Ẩn đằng sau tất cả những cái đời thường đất là những mảnh đời nhỏ bé, cô đơn, là cuộc sống không yên bình. Nhiều lúc cứ tưởng tượng Nguyễn Ngọc Tư như đang đi dạo bên những triền sông nơi cực nam tổ quốc ấy, lặng lẽ quan sát tất cả xung quanh mình, rồi chợt nhận ra đâu đó, nơi những gì thân thương ấy có một sợi dây liên hệ với cuộc đời con người. Và chị viết, viết mãi.";"ngaym.jpg";"4"
"Đảo";"Nguyễn Ngọc Tư";"2014";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Truyện ngắn của chị kể lại những câu chuyện rất đỗi đời thường về người dân nghèo khổ, lam lũ, những người nghệ sĩ bất hạnh, những đứa trẻ đáng thương, những người đàn bà tội nghiệp, hay cả những động vật xung quanh cuộc sống của mình. Qua những câu chuyện ấy, Nguyễn Ngọc Tư quan niệm sống là để yêu thương, để hi vọng, để khơi nguồn những tấm lòng tri kỉ đến với nhau. Tính cách Nam Bộ cũng từ trang văn của chị hiện lên thật hồn hậu, dễ mến";"daont.jpg";"4"
"Khói trời lộng lẫy";"Nguyễn Ngọc Tư";"2017";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Độc giả đã quen thuộc với hình tượng một nhà văn sông nước miền Tây phác họa những bức tranh thiên nhiên bao la, vĩnh cửu, miền tự nhiên đẹp đẽ, khoáng đạt qua. Cô ấy như một cái cây tự nhiên mọc lên giữa rừng tràm hay rừng đước Nam Bộ vậy, tươi tắn lạ thường, đem đến cho văn học một luồng gió mát rượi, tinh tế mà chân chất, chân chất mà tinh tế, đặc biệt Nam Bộ một cách như không.";"khoitr.jpg";"4"
"Không ai qua sông";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Ẩn đằng sau tất cả những cái đời thường đất là những mảnh đời nhỏ bé, cô đơn, là cuộc sống không yên bình. Nhiều lúc cứ tưởng tượng Nguyễn Ngọc Tư như đang đi dạo bên những triền sông nơi cực nam tổ quốc ấy, lặng lẽ quan sát tất cả xung quanh mình, rồi chợt nhận ra đâu đó, nơi những gì thân thương ấy có một sợi dây liên hệ với cuộc đời con người. Và chị viết, viết mãi.";"khong.jpg";"4"
"Tạp văn";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Truyện ngắn của chị kể lại những câu chuyện rất đỗi đời thường về người dân nghèo khổ, lam lũ, những người nghệ sĩ bất hạnh, những đứa trẻ đáng thương, những người đàn bà tội nghiệp, hay cả những động vật xung quanh cuộc sống của mình. Qua những câu chuyện ấy, Nguyễn Ngọc Tư quan niệm sống là để yêu thương, để hi vọng, để khơi nguồn những tấm lòng tri kỉ đến với nhau. Tính cách Nam Bộ cũng từ trang văn của chị hiện lên thật hồn hậu, dễ mến";"tapva.jpg";"4"
"Bánh trái mùa xưa";"Nguyễn Ngọc Tư";"2015";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Độc giả đã quen thuộc với hình tượng một nhà văn sông nước miền Tây phác họa những bức tranh thiên nhiên bao la, vĩnh cửu, miền tự nhiên đẹp đẽ, khoáng đạt qua. Cô ấy như một cái cây tự nhiên mọc lên giữa rừng tràm hay rừng đước Nam Bộ vậy, tươi tắn lạ thường, đem đến cho văn học một luồng gió mát rượi, tinh tế mà chân chất, chân chất mà tinh tế, đặc biệt Nam Bộ một cách như không.";"banht.jpg";"4"
"Gió lẻ và 9 câu chuyện khác";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Ẩn đằng sau tất cả những cái đời thường đất là những mảnh đời nhỏ bé, cô đơn, là cuộc sống không yên bình. Nhiều lúc cứ tưởng tượng Nguyễn Ngọc Tư như đang đi dạo bên những triền sông nơi cực nam tổ quốc ấy, lặng lẽ quan sát tất cả xung quanh mình, rồi chợt nhận ra đâu đó, nơi những gì thân thương ấy có một sợi dây liên hệ với cuộc đời con người. Và chị viết, viết mãi.";"giole.jpg";"4"
"Yêu người ngóng núi";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Truyện ngắn của chị kể lại những câu chuyện rất đỗi đời thường về người dân nghèo khổ, lam lũ, những người nghệ sĩ bất hạnh, những đứa trẻ đáng thương, những người đàn bà tội nghiệp, hay cả những động vật xung quanh cuộc sống của mình. Qua những câu chuyện ấy, Nguyễn Ngọc Tư quan niệm sống là để yêu thương, để hi vọng, để khơi nguồn những tấm lòng tri kỉ đến với nhau. Tính cách Nam Bộ cũng từ trang văn của chị hiện lên thật hồn hậu, dễ mến";"yeung.jpg";"4"
"Giao thừa";"Nguyễn Ngọc Tư";"2016";"Văn học,Truyện ngắn";"Sách giấy";"Tiếng Việt";"Độc giả đã quen thuộc với hình tượng một nhà văn sông nước miền Tây phác họa những bức tranh thiên nhiên bao la, vĩnh cửu, miền tự nhiên đẹp đẽ, khoáng đạt qua. Cô ấy như một cái cây tự nhiên mọc lên giữa rừng tràm hay rừng đước Nam Bộ vậy, tươi tắn lạ thường, đem đến cho văn học một luồng gió mát rượi, tinh tế mà chân chất, chân chất mà tinh tế, đặc biệt Nam Bộ một cách như không.";"giaoh.jpg";"4"
